profession,career_field,position_level,education_level,location_type,age,years_experience,has_remote,is_career_change,is_training_career,in_training,industry_growth_rate,salary
mobile developer,technology,mid,bachelors,major_city,26,4.5,0,1,0,0,0.0629,136083.28
cardiologist,healthcare,entry,phd,suburb,29,2.4,0,0,1,1,0.0578,63899.33
hvac technician,service,entry,masters,rural,25,0.4,0,0,0,0,0.0202,38792.37
management consultant,business,senior,associates,major_city,33,14.7,1,0,0,0,0.0457,318597.05
orthopedic surgeon,healthcare,entry,phd,major_city,29,2.4,0,0,1,1,0.0787,76618.09
lawyer,business,senior,self_taught,small_city,29,11.7,1,0,0,0,0.0387,318784.35
attorney,business,mid,high_school,international,23,5.5,1,1,0,0,0.0292,124360.52
research scientist,other,mid,associates,suburb,21,2.7,0,0,0,0,0.0234,75114.37
hvac technician,service,entry,high_school,major_city,19,1.4,0,0,0,0,0.0119,34049.12
investment banker,finance,entry,bachelors,international,24,2.7,0,1,0,0,0.0281,112498.63
aerospace engineer,engineering,entry,bachelors,small_city,21,0.2,0,0,0,0,0.066,61318.33
management consultant,business,senior,bachelors,major_city,27,6.3,0,1,0,0,0.0287,274918.22
financial analyst,finance,senior,high_school,small_city,26,8.1,1,0,0,0,0.037,95027.21
strategy consultant,business,executive,masters,international,51,27.2,1,0,0,0,0.0333,837951.02
executive chef,service,mid,high_school,small_city,24,5.2,0,0,0,0,0.0233,68573.46
software developer,technology,mid,masters,major_city,29,5.5,1,0,0,0,0.0841,207020.23
photographer,creative,entry,phd,major_city,30,2.8,1,0,0,0,0.0221,74378.81
physical therapist,healthcare,mid,phd,international,30,4.6,0,0,0,0,0.0692,145352.26
journalist,creative,mid,high_school,small_city,23,5.8,0,0,0,0,0.0236,66999.57
software engineer,technology,executive,bachelors,small_city,59,38.1,1,0,0,0,0.0946,642652.88
art director,creative,entry,bachelors,suburb,24,1.4,0,0,0,0,0.0319,73140.77
firefighter,service,executive,self_taught,suburb,46,27.6,0,0,0,0,0.0343,159015.68
cardiologist,healthcare,lead,masters,rural,36,12.8,0,1,1,0,0.0652,693818.59
software engineer,technology,mid,bachelors,small_city,25,2.9,1,0,0,0,0.0782,184711.72
teacher,education,mid,masters,major_city,26,2.9,0,0,0,0,0.0397,101102.14
venture capitalist,finance,mid,self_taught,small_city,23,5.7,0,0,0,0,0.0326,240789.99
electrician,service,entry,bachelors,major_city,24,1.7,0,0,0,0,0.0161,59879.3
surgeon,healthcare,lead,bachelors,small_city,35,12.4,0,0,1,0,0.0525,607988.81
management consultant,business,executive,associates,international,41,21.4,1,0,0,0,0.0385,579511.12
research scientist,other,mid,bachelors,suburb,28,7.0,0,0,0,0,0.0358,106065.11
chef,service,entry,bachelors,rural,22,0.2,0,0,0,0,0.0354,31044.91
physicist,other,mid,phd,rural,34,6.2,1,0,0,0,0.0431,136092.18
backend developer,technology,entry,bachelors,major_city,21,0.6,1,0,0,0,0.104,113289.6
mechanical engineer,engineering,senior,masters,major_city,33,8.6,0,0,0,0,0.0598,209618.79
nurse practitioner,healthcare,senior,bachelors,small_city,30,8.5,0,1,0,0,0.0595,162491.87
aerospace engineer,engineering,mid,bootcamp,suburb,23,5.4,1,1,0,0,0.0512,92274.56
firefighter,service,lead,bachelors,suburb,36,15.7,0,0,0,0,0.0423,145877.76
electrician,service,entry,bachelors,small_city,22,1.4,0,0,0,0,0.0305,47427.81
copywriter,creative,senior,bachelors,small_city,28,6.7,0,0,0,0,0.0274,105584.35
surgeon,healthcare,executive,phd,major_city,52,25.6,0,0,1,0,0.0533,2605664.38
actuary,finance,lead,bachelors,small_city,37,15.4,1,0,0,0,0.0418,328158.96
electrical engineer,engineering,lead,bachelors,international,36,15.1,1,0,0,0,0.0504,157051.28
corporate lawyer,business,mid,bachelors,small_city,27,5.7,1,0,0,0,0.0152,250813.57
police officer,service,entry,bachelors,major_city,25,2.9,0,0,0,0,0.0266,76682.11
hvac technician,service,mid,bootcamp,international,25,6.0,0,0,0,0,0.0133,51485.01
orthopedic surgeon,healthcare,entry,masters,international,27,2.8,0,1,1,1,0.0707,57954.42
veterinarian,healthcare,lead,masters,small_city,39,16.7,0,0,0,0,0.0648,276990.28
pharmacist,healthcare,senior,phd,international,36,9.6,0,0,0,0,0.0593,245417.74
electrician,service,entry,self_taught,rural,18,0.3,0,1,0,0,0.027,29580.45
corporate lawyer,business,entry,bootcamp,major_city,21,2.4,0,0,0,0,0.0396,135798.29
full stack developer,technology,senior,bachelors,rural,32,10.6,0,0,0,0,0.0746,160068.46
paralegal,business,mid,bachelors,small_city,24,3.5,1,0,0,0,0.0562,80032.64
pharmacist,healthcare,entry,masters,major_city,24,1.0,1,1,0,0,0.0632,173026.45
real estate agent,business,mid,bachelors,small_city,29,6.8,1,0,0,0,0.0438,95027.07
cto,technology,executive,bachelors,suburb,39,17.7,0,0,0,0,0.0781,764760.73
engineering manager,technology,lead,bachelors,major_city,36,14.8,1,0,0,0,0.084,553873.77
photographer,creative,lead,associates,rural,40,20.6,0,0,0,0,0.0158,102516.91
cardiologist,healthcare,lead,masters,international,41,17.7,0,0,1,0,0.072,883946.47
cpa,finance,mid,bachelors,small_city,28,6.2,1,0,0,0,0.0352,97512.03
data scientist,technology,entry,masters,rural,25,1.1,0,0,0,0,0.0741,106697.84
real estate broker,business,senior,bachelors,international,27,6.1,0,0,0,0,0.0304,183468.73
ux designer,creative,entry,bachelors,international,23,0.6,0,0,0,0,0.037,56052.79
restaurant manager,service,senior,high_school,rural,28,11.8,0,0,0,0,0.032,55724.25
patent attorney,business,entry,bachelors,suburb,24,2.6,0,0,0,0,0.0655,151819.95
management consultant,business,executive,bachelors,major_city,55,32.8,1,0,0,0,0.0318,1115013.54
photographer,creative,lead,bootcamp,rural,29,11.0,1,0,0,0,0.0231,115199.66
physician,healthcare,mid,masters,international,27,3.3,0,0,1,1,0.0842,58120.18
venture capitalist,finance,entry,phd,suburb,29,1.6,0,0,0,0,0.0506,164030.19
financial analyst,finance,senior,bachelors,small_city,32,10.8,0,0,0,0,0.0378,180402.07
restaurant manager,service,lead,associates,suburb,31,12.0,0,0,0,0,0.0147,99819.05
attorney,business,mid,masters,international,25,2.4,1,0,0,0,0.0494,189351.85
electrician,service,lead,phd,major_city,47,21.2,0,0,0,0,0.0319,258991.75
school counselor,education,executive,phd,rural,62,34.9,0,0,0,0,0.03,186730.9
data scientist,technology,entry,masters,major_city,27,2.3,1,0,0,0,0.0745,190574.83
cybersecurity engineer,technology,mid,bachelors,international,28,6.9,1,0,0,0,0.0709,134917.09
patent attorney,business,entry,bachelors,suburb,24,2.4,1,1,0,0,0.0487,132376.17
cto,technology,lead,bachelors,small_city,41,19.6,1,0,0,0,0.0812,585861.02
real estate broker,business,lead,bachelors,rural,43,20.5,1,0,0,0,0.0362,402136.81
welder,service,senior,bachelors,international,27,5.3,0,0,0,0,0.0417,59992.57
lawyer,business,mid,masters,rural,27,4.2,0,1,0,0,0.043,152396.76
social worker,service,lead,high_school,suburb,36,19.1,0,0,0,0,0.022,86244.38
hotel manager,service,lead,masters,rural,45,21.7,0,0,0,0,0.024,172264.71
real estate agent,business,executive,associates,small_city,50,30.4,0,0,0,0,0.0309,498544.97
plumber,service,mid,masters,international,28,4.8,0,0,0,0,0.0453,71032.0
nurse practitioner,healthcare,mid,bachelors,suburb,25,2.4,0,0,0,0,0.0562,100039.68
product designer,creative,mid,bootcamp,rural,24,6.2,1,0,0,0,0.0286,99955.84
real estate agent,business,mid,self_taught,major_city,22,4.8,1,0,0,0,0.0331,111281.37
welder,service,senior,associates,rural,27,6.6,0,0,0,0,0.0206,58096.89
architect,engineering,lead,phd,international,44,17.2,1,0,0,0,0.0465,212336.73
real estate agent,business,entry,bachelors,major_city,21,0.6,1,0,0,0,0.0352,56604.05
physician,healthcare,senior,bachelors,international,31,9.4,0,0,1,0,0.0484,287532.09
frontend developer,technology,mid,phd,international,31,4.2,1,0,0,0,0.0669,176937.84
corporate lawyer,business,entry,masters,major_city,27,2.7,1,0,0,0,0.0433,198213.9
attorney,business,entry,high_school,small_city,18,1.4,0,0,0,0,0.0241,81995.94
accountant,finance,entry,masters,suburb,27,2.7,0,1,0,0,0.0232,61828.83
hr manager,business,mid,self_taught,suburb,23,5.4,1,0,0,0,0.0435,82039.14
machine learning engineer,technology,entry,bachelors,major_city,22,0.8,0,0,0,0,0.0967,140514.92
ui designer,creative,mid,bachelors,international,25,4.7,0,0,0,0,0.0201,77714.78
machine learning engineer,technology,entry,bachelors,rural,22,1.0,1,1,0,0,0.0768,80979.59
cloud engineer,technology,mid,masters,rural,29,4.4,1,0,0,0,0.0826,156977.46
civil engineer,engineering,executive,bachelors,small_city,57,35.3,1,0,0,0,0.0568,345250.78
physician assistant,healthcare,senior,phd,suburb,35,7.3,0,0,0,0,0.0607,268665.07
ui designer,creative,senior,associates,suburb,28,7.9,1,0,0,0,0.0295,119533.63
copywriter,creative,mid,high_school,major_city,21,3.7,0,1,0,0,0.0483,58810.95
chemical engineer,engineering,mid,bachelors,rural,25,3.1,0,1,0,0,0.0541,85630.52
professor,education,mid,masters,small_city,30,6.0,0,0,0,0,0.0238,163367.92
welder,service,entry,associates,international,21,1.8,0,0,0,0,0.0043,25895.69
corporate lawyer,business,mid,self_taught,small_city,20,2.6,0,1,0,0,0.0387,167421.88
radiologist,healthcare,lead,bachelors,small_city,38,15.6,0,0,1,0,0.0667,1022251.23
mobile developer,technology,lead,masters,major_city,43,19.2,1,0,0,0,0.0776,523928.25
product manager,technology,senior,bootcamp,rural,31,12.6,1,0,0,0,0.0704,165633.19
dentist,healthcare,senior,phd,major_city,38,11.6,0,1,0,0,0.0615,496808.76
product manager,technology,entry,bootcamp,rural,20,2.5,0,1,0,0,0.0946,62525.81
doctor,healthcare,entry,masters,suburb,26,2.1,0,0,1,1,0.0635,60041.65
mechanical engineer,engineering,senior,masters,suburb,32,9.5,0,0,0,0,0.056,150906.33
security analyst,technology,senior,bachelors,major_city,31,10.5,1,0,0,0,0.0883,207572.72
accountant,finance,mid,masters,international,31,6.9,1,0,0,0,0.0346,91981.36
cardiologist,healthcare,entry,phd,small_city,28,1.1,0,0,1,1,0.0655,70161.0
electrical engineer,engineering,entry,phd,small_city,28,2.3,0,0,0,0,0.0413,114313.73
social worker,service,executive,bachelors,international,47,25.3,0,0,0,0,0.0382,116013.09
data scientist,technology,mid,bootcamp,small_city,24,5.7,1,0,0,0,0.079,157518.83
veterinarian,healthcare,entry,phd,small_city,29,2.5,0,0,0,0,0.0769,139855.41
recruiter,business,executive,masters,small_city,53,29.1,0,0,0,0,0.0367,274900.59
professor,education,mid,masters,suburb,30,6.5,0,0,0,0,0.0261,124218.71
actuary,finance,mid,bachelors,major_city,28,5.9,0,0,0,0,0.0363,171173.78
cloud engineer,technology,senior,bachelors,international,34,11.7,1,1,0,0,0.0811,242472.77
hvac technician,service,entry,masters,suburb,25,1.7,0,1,0,0,0.0307,51171.31
restaurant manager,service,senior,bachelors,suburb,29,6.7,1,0,0,0,0.0371,98138.96
product designer,creative,entry,bachelors,international,24,1.4,0,0,0,0,0.0189,55854.17
software engineer,technology,entry,masters,international,26,2.6,1,0,0,0,0.0848,116954.16
chemist,other,mid,masters,small_city,30,6.1,1,0,0,0,0.0274,94589.7
biomedical engineer,engineering,senior,masters,rural,38,14.1,1,0,0,0,0.0288,151311.59
police officer,service,entry,bootcamp,small_city,18,0.2,0,0,0,0,0.049,52595.4
welder,service,entry,bootcamp,major_city,18,0.0,0,0,0,0,0.027,43624.15
mechanical engineer,engineering,entry,masters,small_city,23,0.8,0,0,0,0,0.0625,119914.05
plumber,service,executive,bachelors,major_city,50,27.5,0,0,0,0,0.0253,215553.98
social worker,service,executive,masters,small_city,53,29.5,0,0,0,0,0.0339,215674.76
financial analyst,finance,mid,associates,major_city,21,2.6,0,0,0,0,0.0353,81229.99
management consultant,business,lead,phd,small_city,52,24.7,0,0,0,0,0.0362,708751.41
physical therapist,healthcare,entry,associates,small_city,21,2.6,1,0,0,0,0.0524,59559.67
pilot,service,mid,masters,small_city,26,3.3,0,0,0,0,0.0295,159693.68
petroleum engineer,engineering,senior,masters,suburb,37,13.5,0,0,0,0,0.0473,242575.32
security analyst,technology,mid,bachelors,suburb,26,5.0,1,0,0,0,0.0848,125991.88
full stack developer,technology,mid,masters,international,27,3.8,0,0,0,0,0.0802,174166.71
full stack developer,technology,entry,bootcamp,small_city,21,2.8,0,0,0,0,0.0867,89282.39
real estate agent,business,entry,associates,major_city,22,1.8,0,0,0,0,0.0346,42396.34
marketing manager,business,entry,bachelors,international,24,2.4,1,0,0,0,0.0331,68615.94
software developer,technology,entry,associates,major_city,20,0.1,0,0,0,0,0.099,98786.05
civil engineer,engineering,lead,associates,rural,39,19.0,1,0,0,0,0.0449,138184.59
devops engineer,technology,entry,bachelors,small_city,22,1.0,1,1,0,0,0.0774,92527.25
lawyer,business,entry,bachelors,international,24,1.9,0,0,0,0,0.03,92444.64
anesthesiologist,healthcare,mid,bachelors,suburb,23,2.2,0,0,1,1,0.0682,74321.91
cybersecurity engineer,technology,senior,bachelors,international,36,13.9,0,0,0,0,0.0895,182062.7
executive chef,service,mid,bootcamp,small_city,22,4.0,0,1,0,0,0.0538,76653.22
mobile developer,technology,executive,bachelors,small_city,51,29.3,1,0,0,0,0.0785,504012.48
biomedical engineer,engineering,entry,masters,rural,23,0.5,0,1,0,0,0.0529,56361.97
police officer,service,entry,bachelors,small_city,24,1.4,0,0,0,0,0.0256,51983.5
cardiologist,healthcare,entry,bachelors,international,25,3.0,0,0,1,1,0.0651,54535.13
full stack developer,technology,entry,bootcamp,major_city,18,0.2,0,0,0,0,0.079,81934.63
corporate lawyer,business,mid,associates,major_city,23,4.2,1,0,0,0,0.0366,239206.03
physical therapist,healthcare,lead,bachelors,small_city,45,24.8,0,0,0,0,0.0579,200334.86
orthopedic surgeon,healthcare,lead,phd,small_city,45,18.8,0,1,1,0,0.054,1372707.08
hotel manager,service,entry,bachelors,major_city,24,1.5,0,0,0,0,0.0312,66711.16
nurse,healthcare,entry,bachelors,small_city,24,1.3,0,0,0,0,0.0367,67481.17
physician assistant,healthcare,mid,masters,major_city,29,5.5,1,0,0,0,0.0553,236229.64
physician,healthcare,mid,masters,rural,29,5.4,0,0,1,0,0.0464,224679.68
investment banker,finance,mid,bachelors,suburb,28,5.5,1,0,0,0,0.0449,278353.71
electrical engineer,engineering,mid,masters,international,29,6.2,0,0,0,0,0.0522,122740.85
professor,education,entry,bachelors,suburb,22,0.0,0,0,0,0,0.0248,83259.58
radiologist,healthcare,mid,phd,rural,29,3.1,0,0,1,1,0.0602,69601.44
teacher,education,mid,phd,major_city,31,4.8,0,0,0,0,0.0116,99552.63
pilot,service,senior,bootcamp,rural,26,7.5,0,0,0,0,0.0237,186522.93
mechanical engineer,engineering,mid,phd,suburb,29,2.6,0,0,0,0,0.0598,122328.74
data scientist,technology,entry,bachelors,suburb,24,2.6,0,0,0,0,0.0878,114834.12
pilot,service,senior,bootcamp,rural,30,12.5,1,0,0,0,0.0417,217183.49
doctor,healthcare,lead,masters,suburb,44,21.1,0,1,1,0,0.0712,652870.19
petroleum engineer,engineering,lead,bachelors,suburb,39,17.4,1,0,0,0,0.0686,292201.11
physician,healthcare,lead,phd,major_city,48,21.9,0,0,1,0,0.0617,1457416.31
recruiter,business,senior,bootcamp,international,28,9.6,1,0,0,0,0.0413,94787.8
strategy consultant,business,entry,phd,suburb,29,1.9,1,0,0,0,0.0462,136707.12
venture capitalist,finance,entry,bachelors,rural,22,1.5,1,0,0,0,0.0205,116299.84
management consultant,business,mid,bachelors,international,27,4.5,1,0,0,0,0.0455,165626.85
electrical engineer,engineering,senior,bachelors,major_city,32,11.1,0,0,0,0,0.0415,198157.13
actuary,finance,lead,bachelors,suburb,46,24.7,1,0,0,0,0.0418,320750.46
video editor,creative,senior,associates,rural,33,14.3,0,0,0,0,0.0195,71211.94
plumber,service,senior,bootcamp,major_city,25,7.8,0,0,0,0,0.0111,98479.02
paralegal,business,senior,bootcamp,international,28,10.6,1,0,0,0,0.0402,83387.05
attorney,business,mid,associates,rural,21,2.5,1,0,0,0,0.0547,138676.71
security analyst,technology,mid,bootcamp,small_city,22,4.8,1,0,0,0,0.0857,116334.02
biologist,other,lead,bachelors,major_city,33,11.5,0,0,0,0,0.027,204992.29
art director,creative,mid,bachelors,suburb,23,2.4,1,0,0,0,0.0054,99911.86
photographer,creative,mid,bachelors,major_city,24,3.3,1,0,0,0,0.034,62970.1
software developer,technology,entry,bachelors,suburb,24,1.6,0,0,0,0,0.0739,71823.5
chemist,other,lead,high_school,major_city,38,20.7,1,0,0,0,0.0205,181407.25
research scientist,other,mid,phd,major_city,30,4.0,0,0,0,0,0.033,166564.61
plumber,service,lead,bachelors,rural,45,23.1,0,1,0,0,0.0402,97688.8
orthopedic surgeon,healthcare,entry,phd,rural,28,1.6,0,0,1,1,0.0648,60551.96
restaurant manager,service,senior,bachelors,rural,36,13.9,0,0,0,0,0.0309,82058.82
chemist,other,entry,masters,international,24,0.9,1,1,0,0,0.0236,64783.91
copywriter,creative,mid,bachelors,rural,26,5.2,0,1,0,0,0.0398,60840.42
nurse,healthcare,entry,masters,suburb,24,0.3,0,0,0,0,0.0473,78352.82
physician assistant,healthcare,entry,masters,rural,25,2.1,0,0,0,0,0.0607,89808.39
psychiatrist,healthcare,senior,bachelors,suburb,28,6.6,1,1,1,0,0.0861,247329.93
investment banker,finance,mid,bachelors,rural,25,3.8,1,0,0,0,0.0452,247052.43
psychiatrist,healthcare,executive,phd,rural,47,19.9,0,0,1,0,0.0587,923513.21
executive chef,service,entry,bachelors,small_city,23,1.5,0,0,0,0,0.0227,65180.5
firefighter,service,senior,masters,suburb,37,13.3,0,1,0,0,0.0263,140017.29
art director,creative,entry,self_taught,major_city,20,1.7,0,0,0,0,0.0346,83035.12
firefighter,service,entry,bootcamp,major_city,18,0.6,0,1,0,0,0.0378,48794.59
firefighter,service,senior,bootcamp,international,32,13.5,0,0,0,0,0.0269,87168.99
physicist,other,senior,bachelors,major_city,30,8.6,1,1,0,0,0.0363,188192.43
machine learning engineer,technology,mid,bachelors,major_city,24,2.8,1,0,0,0,0.0802,249245.0
journalist,creative,entry,associates,suburb,22,2.1,0,0,0,0,0.0279,35325.05
radiologist,healthcare,senior,bachelors,small_city,35,13.2,0,1,1,0,0.072,588021.65
cloud engineer,technology,lead,bachelors,international,43,21.7,0,1,0,0,0.0807,308601.29
cybersecurity engineer,technology,entry,masters,suburb,24,1.4,0,0,0,0,0.0663,103486.93
doctor,healthcare,entry,bachelors,rural,24,2.3,0,0,1,1,0.0604,54205.83
physicist,other,mid,masters,small_city,25,2.5,0,0,0,0,0.0189,144205.68
chemical engineer,engineering,senior,bachelors,suburb,29,7.0,0,0,0,0,0.0326,124444.75
cloud engineer,technology,executive,bachelors,rural,57,36.4,1,0,0,0,0.0759,423641.18
real estate broker,business,senior,masters,rural,38,14.6,0,1,0,0,0.0639,244432.76
software engineer,technology,mid,masters,international,28,4.0,0,1,0,0,0.0726,134365.52
firefighter,service,entry,high_school,rural,18,1.0,0,0,0,0,0.0217,30048.47
radiologist,healthcare,entry,bachelors,international,23,1.6,0,0,1,1,0.067,61032.62
dentist,healthcare,senior,bachelors,international,36,13.8,0,0,0,0,0.046,218227.51
attorney,business,mid,high_school,major_city,20,2.4,0,0,0,0,0.0609,131293.07
hr manager,business,executive,masters,major_city,47,24.0,1,0,0,0,0.0316,490762.15
petroleum engineer,engineering,entry,bachelors,rural,22,0.7,1,1,0,0,0.0566,69420.19
marketing manager,business,senior,masters,suburb,35,12.0,0,0,0,0,0.038,171671.01
research scientist,other,entry,bachelors,major_city,22,0.1,1,0,0,0,0.0389,81353.17
electrical engineer,engineering,senior,bachelors,major_city,30,8.1,0,0,0,0,0.0608,162779.65
dentist,healthcare,senior,phd,rural,33,6.1,0,0,0,0,0.063,279671.06
investment banker,finance,lead,bachelors,rural,37,16.1,1,0,0,0,0.0553,556352.59
security analyst,technology,executive,bachelors,suburb,40,18.6,1,0,0,0,0.0889,336804.03
engineering manager,technology,mid,bachelors,rural,27,5.8,1,0,0,0,0.0719,181123.06
graphic designer,creative,entry,bootcamp,suburb,19,1.3,0,0,0,0,0.0301,37223.13
biomedical engineer,engineering,entry,masters,international,26,1.9,0,0,0,0,0.0379,77572.66
frontend developer,technology,lead,bachelors,suburb,39,16.8,1,0,0,0,0.0976,253157.45
graphic designer,creative,executive,high_school,suburb,44,26.6,0,0,0,0,0.0182,163071.86
architect,engineering,entry,bachelors,international,25,2.2,1,0,0,0,0.0472,53677.61
social worker,service,senior,bachelors,rural,30,8.7,0,1,0,0,0.0449,65947.11
real estate agent,business,mid,bachelors,major_city,24,2.7,1,0,0,0,0.0373,100484.77
welder,service,mid,bachelors,major_city,26,4.4,0,0,0,0,0.0319,89318.22
real estate broker,business,executive,bootcamp,rural,53,34.8,1,0,0,0,0.0516,903659.99
graphic designer,creative,senior,bootcamp,small_city,23,5.6,1,1,0,0,0.0272,75031.18
civil engineer,engineering,entry,phd,major_city,27,0.8,0,0,0,0,0.0488,108396.44
financial analyst,finance,entry,bachelors,major_city,24,2.7,0,0,0,0,0.044,92292.23
machine learning engineer,technology,entry,associates,suburb,20,0.0,1,0,0,0,0.0896,94157.84
cpa,finance,senior,masters,major_city,38,14.3,1,0,0,0,0.0346,235296.05
teacher,education,mid,phd,rural,32,4.5,1,0,0,0,0.0294,88814.45
architect,engineering,senior,masters,rural,34,11.0,0,0,0,0,0.0429,120717.59
hr manager,business,entry,bachelors,suburb,22,0.6,0,0,0,0,0.0225,59845.31
product manager,technology,mid,associates,suburb,25,6.0,1,0,0,0,0.0944,130313.02
engineering manager,technology,entry,masters,rural,25,1.4,1,0,0,0,0.0775,136815.61
biomedical engineer,engineering,lead,bachelors,major_city,38,16.9,0,0,0,0,0.0402,287524.15
chef,service,executive,high_school,major_city,54,37.7,0,0,0,0,0.0231,185431.83
physical therapist,healthcare,senior,phd,major_city,32,5.1,0,0,0,0,0.0604,201520.76
financial analyst,finance,mid,bachelors,international,24,2.1,1,1,0,0,0.0301,90762.98
electrical engineer,engineering,mid,bachelors,suburb,27,6.6,0,0,0,0,0.0666,108883.8
software developer,technology,lead,bachelors,international,42,20.8,1,0,0,0,0.0815,323110.9
cybersecurity engineer,technology,entry,masters,rural,25,0.9,0,0,0,0,0.0797,85831.7
plumber,service,senior,associates,major_city,30,11.0,0,0,0,0,0.0147,80927.85
dermatologist,healthcare,mid,phd,rural,31,3.9,1,0,1,1,0.0527,56241.21
nurse practitioner,healthcare,senior,masters,small_city,36,11.8,0,0,0,0,0.0613,215934.08
hotel manager,service,mid,masters,small_city,26,2.9,0,0,0,0,0.0287,103631.0
veterinarian,healthcare,lead,bachelors,international,33,11.8,0,1,0,0,0.0754,145289.52
chemical engineer,engineering,executive,bachelors,small_city,59,37.1,0,0,0,0,0.0444,337457.72
product designer,creative,executive,bachelors,rural,39,17.1,0,0,0,0,0.046,272880.21
cybersecurity engineer,technology,executive,bachelors,international,55,33.5,1,0,0,0,0.1039,386986.0
frontend developer,technology,mid,masters,suburb,28,4.6,0,0,0,0,0.0721,141726.17
hr manager,business,mid,masters,major_city,31,6.9,1,0,0,0,0.0394,123168.9
firefighter,service,senior,bachelors,suburb,35,12.6,0,1,0,0,0.0387,89865.37
civil engineer,engineering,lead,high_school,rural,34,17.3,0,0,0,0,0.0454,120117.36
cto,technology,mid,masters,major_city,29,5.3,0,0,0,0,0.0626,490000.29
hr manager,business,mid,masters,rural,26,2.7,1,1,0,0,0.0462,98984.15
journalist,creative,executive,self_taught,suburb,47,28.3,0,0,0,0,0.0411,217822.24
graphic designer,creative,entry,masters,international,25,2.1,0,0,0,0,0.0189,57517.49
physical therapist,healthcare,entry,associates,international,21,1.4,0,0,0,0,0.0587,62834.26
video editor,creative,mid,self_taught,international,22,4.7,0,0,0,0,0.0416,48821.52
restaurant manager,service,entry,high_school,major_city,20,2.2,0,0,0,0,0.0276,48485.37
real estate broker,business,lead,masters,suburb,41,16.7,0,0,0,0,0.0476,467318.82
dermatologist,healthcare,mid,masters,rural,27,3.3,0,0,1,1,0.0481,51980.94
accountant,finance,entry,bachelors,rural,24,3.0,1,0,0,0,0.028,49536.09
paralegal,business,mid,bachelors,international,27,6.2,1,0,0,0,0.0313,64571.09
research scientist,other,entry,self_taught,major_city,18,0.2,1,0,0,0,0.0159,88652.5
attorney,business,senior,bachelors,suburb,29,6.9,1,0,0,0,0.0318,295864.71
cloud engineer,technology,executive,bachelors,rural,49,28.1,1,0,0,0,0.0818,458762.49
biologist,other,lead,bachelors,rural,42,20.7,0,0,0,0,0.0474,122055.59
school counselor,education,lead,associates,suburb,33,14.1,1,0,0,0,0.0392,108500.92
software engineer,technology,mid,masters,major_city,30,6.3,0,1,0,0,0.0696,212711.79
electrical engineer,engineering,entry,bachelors,suburb,23,1.6,1,1,0,0,0.0531,65436.86
dentist,healthcare,senior,bachelors,small_city,28,6.8,0,0,0,0,0.0642,295309.98
biologist,other,mid,phd,rural,31,3.8,0,0,0,0,0.0256,93451.7
real estate broker,business,senior,bachelors,suburb,36,14.9,0,1,0,0,0.0428,160593.03
biomedical engineer,engineering,mid,associates,suburb,25,6.1,0,0,0,0,0.058,84684.8
firefighter,service,mid,masters,rural,31,6.6,0,0,0,0,0.0417,79719.12
dermatologist,healthcare,entry,masters,suburb,24,1.5,1,1,1,1,0.0461,70740.34
video editor,creative,senior,bachelors,rural,35,13.4,0,0,0,0,0.0298,89066.26
software developer,technology,lead,bachelors,rural,32,11.5,0,0,0,0,0.0594,207392.54
backend developer,technology,entry,bachelors,international,23,0.7,0,0,0,0,0.0816,70317.11
recruiter,business,senior,bootcamp,rural,26,8.3,1,0,0,0,0.0501,91984.37
physical therapist,healthcare,senior,masters,international,33,9.8,0,0,0,0,0.0635,128741.18
hr manager,business,executive,bachelors,international,46,24.9,1,0,0,0,0.0352,342583.66
lawyer,business,entry,bachelors,international,24,2.6,0,0,0,0,0.0521,95353.95
radiologist,healthcare,lead,bachelors,small_city,37,14.8,0,0,1,0,0.0646,1039897.89
data scientist,technology,senior,bachelors,international,30,9.0,1,0,0,0,0.0674,218639.3
paralegal,business,mid,masters,small_city,29,5.2,0,0,0,0,0.0332,95033.34
engineering manager,technology,entry,phd,major_city,29,2.2,1,0,0,0,0.0839,276572.23
product manager,technology,entry,bachelors,international,24,3.0,1,0,0,0,0.0921,95354.49
machine learning engineer,technology,entry,associates,rural,23,2.9,0,0,0,0,0.0954,77939.03
chemical engineer,engineering,entry,masters,small_city,25,2.0,0,0,0,0,0.0524,106959.88
physicist,other,lead,high_school,suburb,34,16.1,0,0,0,0,0.0433,183290.75
physician,healthcare,entry,bachelors,international,24,2.1,1,1,1,1,0.0601,61012.73
petroleum engineer,engineering,senior,bachelors,suburb,35,13.0,0,0,0,0,0.0467,192578.55
professor,education,mid,masters,suburb,30,6.3,0,0,0,0,0.0261,142835.85
petroleum engineer,engineering,mid,phd,international,29,2.7,1,0,0,0,0.0603,175146.9
pilot,service,mid,masters,rural,28,4.8,0,0,0,0,0.035,170425.95
backend developer,technology,entry,bachelors,international,23,1.6,0,0,0,0,0.077,74323.41
dermatologist,healthcare,mid,bachelors,international,29,7.0,0,0,1,0,0.0639,337509.79
hr manager,business,mid,associates,rural,22,3.9,1,0,0,0,0.0375,69521.26
veterinarian,healthcare,entry,masters,international,25,0.4,0,0,0,0,0.0605,103722.54
journalist,creative,entry,bachelors,major_city,21,0.4,1,0,0,0,0.0277,43569.26
architect,engineering,senior,bootcamp,international,30,12.2,0,0,0,0,0.0381,144980.57
recruiter,business,senior,bachelors,suburb,34,12.4,1,0,0,0,0.0552,94977.98
